imageset,imagename,imagewidth,imageheight,class,difficulty,pose,truncated,xmin,xmax,ymin,ymax
test,001423,500,333,person,0,Frontal,0,124,382,56,333
test,001424,375,500,bus,0,Rear,0,261,319,316,402
test,001424,375,500,person,0,Rear,0,141,167,336,416
test,001424,375,500,person,0,Unspecified,0,188,204,360,407
test,001424,375,500,person,1,Unspecified,0,211,225,369,404
test,001425,500,400,bird,0,Left,0,208,383,179,301
test,001428,500,375,cat,0,Left,0,155,436,187,352
test,001428,500,375,car,0,Left,0,243,402,141,225
test,001428,500,375,car,1,Unspecified,1,286,332,110,134
test,001429,500,372,bottle,0,Unspecified,0,420,473,98,226
test,001429,500,372,bottle,0,Unspecified,0,453,498,71,184
test,001429,500,372,person,0,Unspecified,1,1,498,54,369
test,001431,500,375,diningtable,1,Unspecified,1,3,500,163,373
test,001431,500,375,bottle,0,Unspecified,0,22,87,128,277
test,001431,500,375,sofa,1,Unspecified,1,17,433,17,172
test,001431,500,375,person,0,Frontal,1,300,417,3,163
test,001433,500,375,aeroplane,0,Right,0,15,479,87,254
test,001435,500,375,car,0,Unspecified,0,242,461,232,312
test,001435,500,375,car,0,Unspecified,1,10,249,258,347
test,001435,500,375,car,0,Unspecified,1,12,104,177,209
test,001435,500,375,car,0,Unspecified,1,151,251,184,227
test,001435,500,375,car,0,Unspecified,1,226,343,188,231
test,001435,500,375,car,0,Unspecified,1,294,371,180,206
test,001435,500,375,car,0,Unspecified,1,401,482,172,212
test,001435,500,375,car,1,Unspecified,1,462,491,177,209
test,001435,500,375,car,1,Unspecified,1,221,298,174,190
test,001435,500,375,car,1,Unspecified,1,106,173,174,201
test,001435,500,375,person,1,Unspecified,1,428,442,154,177
test,001435,500,375,person,1,Unspecified,1,441,455,150,172
test,001435,500,375,person,1,Unspecified,1,454,470,153,173
test,001435,500,375,person,1,Unspecified,1,224,235,152,176
test,001435,500,375,person,1,Unspecified,1,210,222,149,174
test,001435,500,375,person,0,Unspecified,1,135,146,171,229
test,001435,500,375,person,1,Unspecified,1,135,147,154,173
test,001435,500,375,person,1,Unspecified,1,146,160,172,199
test,001435,500,375,person,1,Unspecified,1,168,187,170,191
test,001435,500,375,person,1,Unspecified,1,186,206,167,184
test,001435,500,375,person,1,Unspecified,1,217,233,167,185
test,001435,500,375,person,1,Unspecified,1,64,83,160,181
test,001437,500,333,pottedplant,0,Unspecified,1,3,44,78,264
test,001437,500,333,pottedplant,0,Unspecified,0,43,160,57,241
test,001437,500,333,pottedplant,0,Unspecified,0,19,97,100,277
test,001437,500,333,person,0,Frontal,1,143,394,44,129
test,001438,375,500,diningtable,0,Unspecified,1,1,369,119,500
test,001438,375,500,person,0,Frontal,1,149,358,8,256
test,001438,375,500,person,1,Unspecified,1,1,54,1,91
test,001440,500,356,bird,0,Right,1,49,402,75,272
test,001446,335,500,motorbike,0,Unspecified,0,109,299,211,392
test,001446,335,500,person,0,Unspecified,0,101,264,185,332
test,001447,500,375,motorbike,0,Right,0,140,419,125,318
test,001447,500,375,person,0,Unspecified,0,165,327,39,295
test,001448,375,500,person,0,Unspecified,0,149,209,247,409
test,001448,375,500,person,0,Unspecified,1,8,156,231,500
test,001448,375,500,person,1,Unspecified,1,1,26,240,413
test,001449,500,306,train,0,Frontal,0,322,422,81,203
test,001449,500,306,train,0,Unspecified,0,23,164,87,221
test,001449,500,306,train,0,Frontal,0,197,288,86,213
test,001452,375,500,horse,0,Frontal,1,85,223,278,500
test,001452,375,500,person,0,Unspecified,0,94,252,142,350
test,001454,500,375,person,0,Unspecified,0,252,300,169,307
test,001456,500,332,bottle,0,Unspecified,0,37,112,62,332
test,001456,500,332,bottle,0,Unspecified,0,118,181,77,332
test,001456,500,332,person,0,Unspecified,1,268,500,2,332
test,001458,500,333,sofa,0,Unspecified,0,106,392,121,299
test,001459,500,375,tvmonitor,1,Unspecified,1,3,51,114,209
test,001459,500,375,person,0,Frontal,1,132,281,121,375
test,001459,500,375,person,0,Frontal,1,250,373,122,375
test,001459,500,375,person,0,Frontal,1,134,148,173,213
test,001459,500,375,person,0,Frontal,1,114,140,182,213
test,001461,500,375,sofa,0,Frontal,0,142,412,177,375
test,001462,500,375,cat,0,Unspecified,1,135,278,161,285
test,001469,375,500,person,0,Unspecified,0,107,199,102,460
test,001469,375,500,pottedplant,0,Unspecified,1,269,325,335,390
test,001469,375,500,pottedplant,0,Unspecified,1,292,375,270,376
test,001471,375,500,cow,0,Frontal,0,160,312,131,394
test,001473,375,500,person,0,Frontal,1,64,209,106,500
test,001473,375,500,person,0,Frontal,1,183,331,88,500
test,001474,500,221,boat,0,Left,0,104,467,84,141
test,001474,500,221,person,0,Left,0,369,428,16,118
test,001476,500,331,motorbike,0,Unspecified,0,199,327,143,266
test,001476,500,331,person,0,Frontal,0,200,302,56,217
test,001476,500,331,person,0,Rear,1,461,482,107,160
test,001476,500,331,car,1,Unspecified,1,288,342,98,120
test,001476,500,331,car,0,Left,0,325,404,99,131
test,001476,500,331,person,0,Left,0,29,47,99,141
test,001476,500,331,motorbike,0,Right,0,88,129,115,145
test,001476,500,331,motorbike,1,Unspecified,1,124,136,110,131
test,001476,500,331,motorbike,1,Unspecified,1,134,152,111,139
test,001476,500,331,motorbike,1,Unspecified,1,153,167,111,144
test,001476,500,331,motorbike,1,Unspecified,1,166,185,115,141
test,001476,500,331,motorbike,1,Unspecified,0,306,334,117,145
test,001476,500,331,motorbike,0,Unspecified,0,381,411,126,145
test,001477,500,375,sheep,0,Right,0,196,458,84,287
test,001477,500,375,sheep,0,Right,0,93,227,172,312
test,001477,500,375,sheep,0,Right,0,37,208,202,338
test,001477,500,375,sheep,0,Frontal,0,13,77,1,84
test,001478,500,331,pottedplant,0,Unspecified,0,241,429,124,300
test,001482,500,375,person,0,Unspecified,1,2,48,195,375
test,001482,500,375,person,0,Frontal,1,145,235,146,375
test,001482,500,375,person,0,Frontal,1,73,163,170,375
test,001482,500,375,person,0,Frontal,1,200,306,162,375
test,001482,500,375,person,0,Frontal,1,276,382,143,375
test,001487,500,375,boat,0,Frontal,0,242,277,117,151
test,001489,500,333,chair,1,Unspecified,1,2,120,80,150
test,001489,500,333,chair,1,Unspecified,1,203,298,47,107
test,001489,500,333,chair,1,Unspecified,1,410,499,81,163
test,001489,500,333,chair,1,Unspecified,1,419,495,217,270
test,001489,500,333,bottle,0,Unspecified,0,329,346,63,107
test,001489,500,333,bottle,0,Unspecified,0,181,205,161,241
test,001489,500,333,bottle,0,Unspecified,0,156,176,181,247
test,001489,500,333,bottle,0,Unspecified,0,128,161,181,261
test,001489,500,333,diningtable,0,Unspecified,1,1,491,88,333
test,001489,500,333,chair,0,Right,1,5,82,1,84
test,001491,500,333,car,0,Unspecified,1,2,199,95,230
test,001491,500,333,car,0,Unspecified,0,93,433,97,266
test,001491,500,333,car,0,Unspecified,1,448,500,108,260
test,001495,500,375,person,0,Unspecified,1,104,429,74,375
test,001496,500,333,bicycle,0,Left,0,365,494,110,234
test,001496,500,333,bicycle,0,Left,0,218,345,133,264
test,001496,500,333,bicycle,0,Unspecified,0,82,203,178,304
test,001496,500,333,bicycle,0,Left,0,163,285,49,160
test,001496,500,333,person,0,Unspecified,0,380,496,39,208
test,001496,500,333,person,0,Unspecified,0,229,351,54,238
test,001496,500,333,person,0,Unspecified,0,89,206,108,282
test,001496,500,333,person,0,Unspecified,1,167,290,3,141
test,001500,500,375,tvmonitor,0,Frontal,0,203,342,52,168
test,001502,500,411,person,0,Unspecified,0,172,323,65,343
test,001502,500,411,motorbike,0,Left,0,106,386,131,381
test,001503,500,333,person,0,Unspecified,1,288,340,157,220
test,001505,500,375,aeroplane,0,Unspecified,0,325,355,165,192
test,001506,500,375,person,0,Rear,0,189,286,71,354
test,001506,500,375,person,0,Rear,0,373,478,105,347
test,001506,500,375,person,0,Rear,0,37,125,119,340
test,001507,500,333,dog,0,Unspecified,1,12,337,1,274
test,001508,375,500,cow,0,Unspecified,1,114,375,242,500
test,001508,375,500,bird,1,Unspecified,0,359,373,204,223
test,001508,375,500,bird,0,Unspecified,0,234,256,230,263
test,001508,375,500,bird,0,Unspecified,0,293,309,198,215
test,001508,375,500,bird,1,Unspecified,0,188,216,217,236
test,001508,375,500,bird,1,Unspecified,0,113,137,203,229
test,001508,375,500,bird,1,Unspecified,0,32,51,441,458
test,001508,375,500,bird,1,Unspecified,0,23,39,450,471
test,001511,500,333,car,0,Unspecified,0,20,489,42,280
test,001511,500,333,person,0,Unspecified,1,482,500,70,174
test,001511,500,333,person,1,Unspecified,1,422,436,75,110
test,001511,500,333,person,0,Unspecified,1,384,402,71,107
test,001511,500,333,person,1,Unspecified,1,351,362,77,89
test,001513,500,375,chair,0,Frontal,1,311,468,230,375
test,001513,500,375,tvmonitor,0,Unspecified,0,52,175,223,339
test,001516,500,375,motorbike,0,Left,0,36,457,35,333
test,001516,500,375,person,0,Frontal,1,295,368,8,126
test,001516,500,375,person,0,Frontal,0,418,500,29,231
test,001516,500,375,person,0,Unspecified,1,411,447,16,68
test,001516,500,375,person,0,Unspecified,1,387,422,49,96
test,001516,500,375,person,0,Unspecified,1,376,401,37,94
test,001516,500,375,person,0,Unspecified,1,354,376,22,82
test,001516,500,375,person,0,Unspecified,1,1,61,17,205
test,001518,500,375,sofa,0,Unspecified,0,23,135,149,205
test,001518,500,375,sofa,0,Unspecified,0,46,183,159,224
test,001518,500,375,sofa,0,Unspecified,0,76,245,167,255
test,001518,500,375,sofa,0,Rear,0,138,366,188,311
test,001519,333,500,chair,0,Frontal,0,33,132,246,348
test,001519,333,500,sofa,1,Unspecified,1,181,330,277,456
test,001520,500,375,cat,0,Right,0,5,472,124,374
test,001525,500,333,car,0,Unspecified,0,158,320,151,222
test,001527,500,375,boat,0,Right,0,321,429,142,167
test,001527,500,375,boat,0,Right,0,102,174,138,161
test,001527,500,375,boat,0,Right,0,230,280,142,164
test,001530,500,375,bird,0,Left,0,7,500,54,338
test,001533,500,375,person,0,Frontal,0,99,193,134,292
test,001533,500,375,person,0,Left,0,295,358,65,314
test,001533,500,375,person,0,Left,0,254,498,179,375
test,001533,500,375,person,1,Unspecified,1,3,28,232,367
test,001534,500,375,diningtable,0,Unspecified,1,1,327,305,375
test,001534,500,375,chair,1,Unspecified,1,251,341,274,358
test,001534,500,375,chair,1,Unspecified,1,82,170,267,325
test,001534,500,375,chair,1,Unspecified,1,1,81,270,314
test,001534,500,375,chair,0,Left,0,166,241,199,281
test,001534,500,375,chair,0,Right,0,113,167,184,242
test,001534,500,375,sofa,0,Frontal,1,186,285,194,241
test,001535,420,263,car,0,Unspecified,0,228,400,147,230
test,001538,500,375,person,0,Unspecified,0,275,299,219,269
test,001538,500,375,person,0,Unspecified,0,370,392,221,290
test,001538,500,375,person,0,Rear,0,392,418,224,280
test,001538,500,375,person,0,Rear,0,415,450,214,322
test,001538,500,375,person,0,Rear,0,472,498,223,311
test,001538,500,375,person,0,Rear,0,441,486,224,325
test,001540,500,373,sofa,1,Unspecified,1,2,158,216,373
test,001540,500,373,pottedplant,0,Unspecified,0,196,268,228,294
test,001542,500,335,cat,0,Right,0,3,434,99,316
test,001542,500,335,person,1,Unspecified,1,1,42,23,240
test,001546,500,375,tvmonitor,0,Frontal,0,94,410,59,330
test,001547,500,339,aeroplane,0,Right,0,58,462,106,216
test,001549,270,360,tvmonitor,0,Frontal,0,26,113,60,139
test,001549,270,360,dog,0,Frontal,0,9,226,84,333
test,001550,500,375,car,0,Unspecified,0,6,500,59,340
test,001550,500,375,car,1,Unspecified,1,419,500,104,156
test,001551,500,375,tvmonitor,0,Frontal,0,169,354,46,189
test,001551,500,375,chair,0,Left,1,1,146,98,303
test,001551,500,375,chair,0,Unspecified,1,167,455,188,373
test,001552,500,375,car,0,Unspecified,0,1,470,30,375
test,001552,500,375,car,0,Unspecified,1,1,132,70,238
test,001558,500,375,person,0,Unspecified,1,1,286,56,329
test,001558,500,375,person,0,Unspecified,1,283,500,15,328
test,001560,500,375,car,0,Unspecified,0,61,447,96,350
test,001562,500,375,dog,0,Frontal,0,177,329,41,360
test,001564,500,375,person,0,Unspecified,1,1,101,77,375
test,001564,500,375,person,0,Unspecified,1,59,235,182,375
test,001564,500,375,person,0,Unspecified,1,269,393,75,309
test,001564,500,375,person,0,Unspecified,1,408,500,158,327
test,001564,500,375,diningtable,1,Unspecified,1,90,500,306,375
test,001566,375,500,person,0,Unspecified,1,1,373,61,500
test,001567,333,500,train,0,Frontal,0,64,322,120,417
test,001568,400,400,aeroplane,0,Right,1,3,400,42,372
test,001569,375,500,bottle,0,Unspecified,0,5,43,274,394
test,001569,375,500,bottle,0,Unspecified,0,60,114,312,411
test,001569,375,500,person,0,Frontal,1,88,305,45,335
test,001569,375,500,diningtable,1,Unspecified,1,2,375,327,500
test,001569,375,500,car,0,Left,1,260,344,130,167
test,001569,375,500,car,1,Unspecified,1,1,132,136,177
test,001570,500,333,person,0,Unspecified,0,61,397,15,314
test,001572,500,375,car,0,Unspecified,0,6,429,111,350
test,001572,500,375,car,0,Unspecified,1,2,157,121,223
test,001572,500,375,car,1,Unspecified,1,148,210,119,166
test,001572,500,375,person,0,Unspecified,1,215,241,96,170
test,001572,500,375,person,1,Unspecified,1,243,264,100,115
test,001572,500,375,car,0,Unspecified,0,421,460,79,102
test,001572,500,375,car,1,Unspecified,0,440,489,146,162
test,001572,500,375,tvmonitor,0,Unspecified,1,422,500,132,170
test,001573,500,396,cat,0,Left,0,174,334,105,273
test,001574,332,500,horse,0,Frontal,1,31,214,119,500
test,001575,500,375,person,0,Unspecified,0,2,18,232,290
test,001575,500,375,person,0,Rear,0,27,51,236,289
test,001575,500,375,person,0,Unspecified,0,56,76,237,289
test,001575,500,375,person,0,Left,0,330,350,227,282
test,001575,500,375,person,0,Left,0,265,283,238,273
test,001575,500,375,person,1,Unspecified,0,247,261,232,270
test,001575,500,375,person,0,Unspecified,0,432,469,223,353
test,001575,500,375,person,0,Unspecified,1,470,500,234,354
test,001578,500,332,train,0,Unspecified,0,26,346,96,293
test,001578,500,332,train,0,Unspecified,1,338,443,121,268
test,001581,333,500,person,0,Frontal,0,3,139,17,500
test,001581,333,500,person,0,Frontal,0,134,333,163,476
test,001581,333,500,person,0,Frontal,1,209,332,167,390
test,001581,333,500,person,0,Frontal,1,175,264,112,210
test,001581,333,500,person,0,Frontal,1,254,333,125,349
test,001583,500,375,person,0,Unspecified,0,312,412,45,282
test,001583,500,375,person,0,Unspecified,0,70,232,16,375
test,001584,500,375,horse,0,Unspecified,1,182,500,1,338
test,001585,500,434,person,0,Frontal,0,197,328,115,358
test,001585,500,434,sofa,0,Frontal,1,6,425,180,341
test,001585,500,434,bottle,0,Unspecified,0,58,72,158,191
test,001587,500,375,bicycle,0,Unspecified,0,204,274,249,325
test,001589,500,323,cow,0,Frontal,0,330,441,102,315
test,001589,500,323,cow,0,Frontal,0,40,263,3,323
test,001591,500,375,boat,0,Left,1,1,454,36,215
test,001592,500,250,cat,0,Right,0,1,230,25,242
test,001592,500,250,cat,0,Left,0,232,482,25,223
test,001596,375,500,person,0,Unspecified,1,2,375,2,500
test,001599,500,375,chair,0,Frontal,0,250,323,146,232
test,001599,500,375,chair,0,Frontal,0,163,239,149,239
test,001599,500,375,chair,1,Unspecified,1,471,500,212,284
test,001599,500,375,chair,1,Unspecified,1,362,475,256,317
test,001600,500,375,chair,1,Unspecified,1,167,265,298,375
test,001600,500,375,chair,1,Unspecified,1,265,408,322,375
test,001600,500,375,sofa,1,Unspecified,1,443,500,242,337
test,001600,500,375,sofa,1,Unspecified,1,290,500,297,374
test,001600,500,375,person,0,Rear,1,345,388,208,305
test,001601,500,375,dog,0,Unspecified,1,102,436,63,326
test,001601,500,375,person,1,Unspecified,1,296,417,1,372
test,001602,351,500,bottle,0,Unspecified,1,252,351,2,365
test,001602,351,500,bottle,1,Unspecified,1,112,225,3,203
test,001605,500,375,car,0,Rear,0,205,237,230,259
test,001605,500,375,car,1,Unspecified,0,314,338,227,255
test,001605,500,375,car,1,Unspecified,1,275,295,234,247
test,001605,500,375,car,1,Unspecified,1,266,278,229,247
test,001606,500,381,bicycle,0,Frontal,1,238,360,187,381
test,001606,500,381,bicycle,0,Frontal,1,374,443,175,381
test,001606,500,381,person,0,Frontal,0,229,370,6,379
test,001606,500,381,person,0,Frontal,1,359,464,40,381
test,001606,500,381,person,0,Unspecified,1,1,137,1,379
test,001606,500,381,bicycle,0,Unspecified,1,1,156,163,381
test,001609,375,500,diningtable,0,Unspecified,1,3,374,120,500
test,001609,375,500,chair,1,Unspecified,1,179,263,75,124
test,001609,375,500,chair,1,Unspecified,1,333,375,117,220
test,001609,375,500,chair,1,Unspecified,1,29,72,111,182
test,001609,375,500,chair,1,Unspecified,1,4,34,169,265
test,001613,500,375,car,0,Rear,0,63,397,61,314
test,001613,500,375,bicycle,0,Left,0,73,441,80,333
test,001615,500,334,person,0,Unspecified,1,294,337,139,261
test,001616,500,370,car,0,Rear,0,49,135,190,265
test,001619,500,332,motorbike,0,Unspecified,1,3,224,21,240
test,001619,500,332,person,0,Unspecified,1,66,196,2,166
test,001619,500,332,person,0,Unspecified,1,2,137,2,183
test,001619,500,332,car,0,Unspecified,1,176,499,1,157
test,001620,333,500,bicycle,0,Unspecified,0,11,212,283,450
test,001620,333,500,bicycle,0,Right,1,132,322,235,436
test,001620,333,500,person,0,Frontal,1,59,145,200,420
test,001620,333,500,person,0,Unspecified,0,84,253,132,410
test,001621,500,375,aeroplane,0,Unspecified,1,1,500,39,352
test,001623,333,500,car,0,Unspecified,1,21,332,125,397
test,001623,333,500,car,0,Unspecified,1,1,58,181,260
test,001624,500,332,horse,0,Left,0,171,425,129,266
test,001624,500,332,person,0,Left,0,207,291,98,272
test,001625,500,287,person,0,Frontal,1,255,303,128,205
test,001625,500,287,person,0,Unspecified,1,213,247,127,206
test,001625,500,287,sheep,0,Right,1,136,235,186,259
test,001626,500,375,bus,0,Unspecified,0,69,393,11,278
test,001626,500,375,car,1,Unspecified,0,454,492,167,192
test,001626,500,375,person,1,Unspecified,1,129,176,78,145
test,001626,500,375,person,1,Unspecified,1,172,218,88,138
test,001629,500,375,chair,0,Unspecified,1,5,135,188,330
test,001629,500,375,sofa,0,Left,1,17,289,228,375
test,001629,500,375,person,0,Unspecified,1,235,500,71,372
test,001631,375,500,bottle,0,Unspecified,0,76,201,6,498
test,001631,375,500,pottedplant,0,Unspecified,1,4,373,3,446
test,001634,500,368,boat,0,Frontal,0,14,403,44,335
test,001635,500,333,horse,0,Left,0,459,500,135,167
test,001635,500,333,horse,0,Left,0,261,294,143,168
test,001635,500,333,horse,1,Unspecified,0,303,325,139,165
test,001635,500,333,horse,0,Unspecified,0,134,155,142,172
test,001635,500,333,horse,1,Unspecified,0,111,127,142,175
test,001635,500,333,horse,1,Unspecified,0,100,114,142,176
test,001635,500,333,person,1,Unspecified,0,476,486,129,153
test,001635,500,333,person,1,Unspecified,0,309,316,132,153
test,001635,500,333,person,1,Unspecified,0,276,287,136,154
test,001635,500,333,person,1,Unspecified,0,143,153,135,154
test,001635,500,333,person,1,Unspecified,0,118,127,137,158
test,001635,500,333,person,1,Unspecified,0,100,114,138,164
test,001637,320,240,bird,0,Left,0,145,224,64,117
test,001639,500,334,dog,0,Left,1,128,500,52,334
test,001639,500,334,dog,0,Unspecified,1,80,360,187,334
test,001641,500,375,cow,0,Unspecified,0,174,397,64,375
test,001641,500,375,cow,0,Left,1,362,454,36,146
test,001641,500,375,cow,1,Unspecified,1,2,88,99,375
test,001641,500,375,cow,1,Unspecified,1,292,500,269,374
test,001644,500,333,bus,0,Right,1,19,498,3,319
test,001644,500,333,person,0,Unspecified,1,388,420,96,160
test,001644,500,333,person,1,Unspecified,1,373,390,96,120
test,001644,500,333,person,0,Frontal,0,224,334,119,330
test,001645,500,322,sheep,0,Right,0,161,316,102,235
test,001646,500,375,boat,0,Left,0,305,409,121,319
test,001646,500,375,boat,0,Left,0,132,286,82,318
test,001646,500,375,person,1,Unspecified,1,256,267,291,307
test,001648,500,375,pottedplant,1,Unspecified,0,363,412,238,328
test,001648,500,375,pottedplant,0,Unspecified,0,386,440,199,310
test,001648,500,375,pottedplant,0,Unspecified,0,400,500,23,282
test,001648,500,375,pottedplant,0,Unspecified,0,454,500,197,302
test,001652,375,500,person,0,Unspecified,1,33,241,132,427
test,001652,375,500,bottle,0,Unspecified,1,205,299,290,500
test,001652,375,500,bottle,0,Unspecified,1,50,134,267,477
test,001652,375,500,car,1,Unspecified,1,193,224,185,213
test,001652,375,500,pottedplant,0,Unspecified,0,227,362,178,340
test,001655,500,375,dog,0,Left,1,64,493,8,368
test,001656,500,375,person,0,Right,1,14,108,1,273
test,001656,500,375,dog,0,Right,0,160,352,111,255
test,001657,500,375,dog,0,Unspecified,1,291,408,258,361
test,001657,500,375,chair,0,Frontal,0,323,433,72,280
test,001657,500,375,chair,1,Unspecified,1,138,317,172,354
test,001657,500,375,person,0,Unspecified,1,1,339,43,375
test,001658,500,375,car,0,Right,0,209,396,20,74
test,001658,500,375,motorbike,0,Left,0,310,400,40,97
test,001658,500,375,car,0,Frontal,1,118,210,59,143
test,001658,500,375,car,0,Frontal,1,132,450,72,323
test,001658,500,375,car,0,Unspecified,1,378,500,43,173
test,001659,354,500,bus,0,Frontal,0,40,315,110,366
test,001660,500,334,aeroplane,0,Right,0,191,481,120,187
test,001663,500,375,cat,0,Right,0,51,467,55,338
test,001664,500,333,person,0,Frontal,1,61,327,1,333
test,001665,500,375,dog,1,Unspecified,0,160,209,151,204
test,001665,500,375,pottedplant,0,Unspecified,0,364,415,202,269
test,001666,500,375,pottedplant,0,Unspecified,0,383,428,170,239
test,001666,500,375,pottedplant,1,Unspecified,1,244,330,185,234
test,001666,500,375,pottedplant,1,Unspecified,0,51,150,256,308
test,001667,500,333,person,0,Rear,1,251,298,115,217
test,001668,500,375,person,0,Unspecified,0,138,192,136,299
test,001668,500,375,person,0,Unspecified,0,188,246,212,301
test,001668,500,375,person,0,Unspecified,0,232,278,128,285
test,001668,500,375,person,0,Unspecified,1,272,311,149,280
test,001668,500,375,person,0,Frontal,1,316,355,155,278
test,001668,500,375,person,0,Unspecified,0,327,420,97,375
test,001670,375,500,chair,0,Unspecified,1,209,339,49,181
test,001670,375,500,chair,0,Unspecified,1,306,375,33,128
test,001671,333,500,sheep,1,Unspecified,0,165,211,168,218
test,001671,333,500,sheep,0,Unspecified,1,206,258,154,213
test,001671,333,500,sheep,0,Unspecified,1,217,298,372,474
test,001671,333,500,sheep,0,Unspecified,1,117,237,391,475
test,001672,500,375,train,0,Unspecified,0,31,430,149,249
test,001674,500,375,diningtable,0,Unspecified,1,90,360,319,375
test,001674,500,375,chair,1,Unspecified,1,213,292,287,324
test,001674,500,375,chair,1,Unspecified,1,45,110,289,375
test,001674,500,375,chair,1,Unspecified,1,132,240,323,375
test,001674,500,375,chair,1,Unspecified,1,360,391,298,375
test,001679,393,500,motorbike,0,Right,0,2,391,235,500
test,001681,500,375,bird,0,Left,0,276,417,166,251
test,001681,500,375,bird,0,Unspecified,0,277,418,251,339
test,001687,375,500,bird,0,Unspecified,0,183,288,123,232
test,001687,375,500,bird,0,Unspecified,1,117,300,291,500
test,001692,320,225,horse,0,Unspecified,0,96,238,49,210
test,001692,320,225,person,0,Unspecified,0,135,204,22,139
test,001694,500,333,cat,0,Unspecified,1,104,476,21,291
test,001695,500,375,tvmonitor,0,Frontal,1,48,497,54,375
test,001696,500,331,person,0,Left,1,331,445,7,331
test,001696,500,331,person,0,Right,1,125,206,164,331
test,001696,500,331,chair,0,Unspecified,1,433,482,140,251
test,001696,500,331,chair,0,Frontal,0,258,335,135,240
test,001696,500,331,sofa,1,Unspecified,1,1,42,191,331
test,001697,500,299,cow,0,Left,0,269,355,221,284
test,001698,500,375,boat,0,Right,0,61,447,93,209
test,001698,500,375,boat,0,Right,0,39,358,138,233
test,001700,500,333,car,0,Unspecified,0,252,337,139,192
test,001701,500,334,car,0,Unspecified,1,1,433,1,332
test,001702,500,375,cat,0,Unspecified,1,7,392,75,375
test,001703,500,319,person,0,Right,0,245,390,21,125
test,001703,500,319,horse,0,Right,0,1,478,29,305
test,001703,500,319,horse,1,Unspecified,1,1,48,76,306
test,001704,500,375,tvmonitor,0,Unspecified,0,118,405,1,317
test,001705,500,375,boat,0,Unspecified,1,5,500,51,344
test,001705,500,375,person,0,Unspecified,1,444,465,234,374
test,001705,500,375,person,1,Unspecified,1,156,205,128,166
test,001706,500,375,person,0,Left,0,89,193,54,350
test,001706,500,375,person,0,Unspecified,0,271,376,57,364
test,001709,500,333,person,0,Frontal,1,367,426,132,287
test,001709,500,333,person,1,Unspecified,1,1,202,1,333
test,001709,500,333,motorbike,0,Left,1,1,412,45,333
test,001710,500,375,person,0,Unspecified,0,298,475,45,349
test,001710,500,375,person,0,Unspecified,0,52,161,72,356
test,001710,500,375,person,0,Frontal,0,472,494,98,163
test,001710,500,375,person,1,Unspecified,1,491,500,100,167
test,001712,500,375,chair,1,Unspecified,1,1,125,269,375
test,001712,500,375,pottedplant,0,Unspecified,1,2,131,216,375
test,001712,500,375,person,0,Unspecified,1,99,262,39,375
test,001712,500,375,person,0,Unspecified,1,187,364,70,375
test,001715,500,375,pottedplant,0,Unspecified,0,316,357,199,280
test,001715,500,375,pottedplant,0,Unspecified,0,189,224,197,270
test,001715,500,375,chair,1,Unspecified,1,249,300,128,206
test,001716,500,325,cow,1,Unspecified,0,454,495,191,216
test,001716,500,325,cow,1,Unspecified,0,386,409,166,189
test,001716,500,325,cow,0,Right,0,265,321,181,234
test,001716,500,325,cow,1,Unspecified,1,274,302,150,182
test,001716,500,325,cow,1,Unspecified,0,252,273,167,210
test,001716,500,325,cow,1,Unspecified,0,213,255,176,238
test,001716,500,325,cow,1,Unspecified,0,170,206,160,223
test,001716,500,325,cow,1,Unspecified,1,122,168,148,199
test,001716,500,325,cow,1,Unspecified,0,114,171,108,163
test,001719,500,345,bird,0,Unspecified,0,228,456,63,245
test,001720,500,374,bottle,0,Unspecified,0,105,130,214,295
test,001720,500,374,bottle,0,Unspecified,1,164,189,214,295
test,001720,500,374,person,0,Unspecified,1,5,175,142,374
test,001720,500,374,person,0,Unspecified,1,116,202,136,242
test,001720,500,374,person,0,Unspecified,1,220,316,133,206
test,001720,500,374,person,0,Unspecified,1,298,394,138,246
test,001720,500,374,person,0,Unspecified,1,264,486,150,374
test,001720,500,374,diningtable,0,Unspecified,0,12,355,198,362
test,001722,500,375,person,0,Frontal,1,206,308,185,370
test,001722,500,375,person,0,Frontal,1,299,500,169,375
test,001722,500,375,person,0,Unspecified,1,1,54,285,375
test,001728,500,375,person,0,Frontal,1,2,181,118,373
test,001728,500,375,person,0,Frontal,1,142,293,111,375
test,001728,500,375,person,0,Frontal,1,274,500,105,374
test,001728,500,375,sofa,1,Unspecified,1,4,499,142,372
test,001731,500,333,dog,0,Right,0,58,397,182,308
test,001731,500,333,cat,0,Right,0,222,309,86,121
test,001731,500,333,person,0,Frontal,1,79,199,14,112
test,001731,500,333,sofa,0,Frontal,1,62,352,58,192
test,001735,500,375,chair,0,Unspecified,1,92,238,83,375
test,001735,500,375,person,0,Unspecified,1,146,368,56,375
test,001736,500,333,bus,0,Left,0,114,466,183,301
test,001737,500,375,motorbike,0,Left,0,8,476,27,315
test,001740,500,375,diningtable,0,Unspecified,1,5,497,43,373
test,001742,360,480,tvmonitor,0,Frontal,0,57,148,177,257
test,001742,360,480,chair,0,Rear,0,137,283,251,477
test,001743,500,333,person,0,Unspecified,1,206,344,43,226
test,001743,500,333,person,0,Right,1,333,361,73,198
test,001744,500,176,motorbike,0,Right,0,160,353,32,145
test,001745,500,333,bird,0,Frontal,0,450,482,87,149
